ID_Suivi,ID_Etudiant,ID_Cours,Note,Nombre_Absences,Date_Evaluation
11660,4475,27,"9,87",0,2023-05-25
11661,4131,74,"18,56",2,2022-05-14
11662,2974,28,"18,65",1,2023-04-29
11663,1870,40,"12,9",2,2023-01-08
11664,897,99,"9,45",0,2024-09-19
11665,2807,86,"13,22",2,2022-08-12
11666,4329,50,"6,95",2,2024-09-09
11667,1317,59,"2,13",2,2024-09-22
11668,585,61,"7,59",3,2023-10-20
11669,4865,56,"17,24",4,2022-06-10
11670,160,74,"18,99",4,2023-01-09
11671,1505,40,"1,88",3,2023-08-02
11672,4970,41,"9,04",2,2022-08-01
11673,2262,90,"6,62",1,2024-03-03
11674,2378,57,"12,05",4,2024-08-17
11675,3226,3,"7,65",0,2022-07-26
11676,2206,86,"13,25",2,2023-01-20
11677,2916,20,"9,61",0,2022-08-09
11678,1129,63,"18,06",2,2022-12-29
11679,2577,22,"3,75",2,2023-01-10
11680,2936,13,"9,33",3,2024-06-13
11681,2557,74,"18,3",3,2023-01-10
11682,3511,23,"9,77",4,2024-07-30
11683,4116,57,"0,8",1,2022-05-10
11684,1589,36,"13,64",1,2024-02-29
11685,1873,80,"12,49",1,2022-04-29
11686,1108,9,"7,64",0,2023-09-25
11687,741,99,"13,97",2,2024-01-04
11688,3786,68,"14,28",4,2023-07-28
11689,76,32,"17,64",2,2023-11-06
11690,2561,18,"2,14",1,2025-01-20
11691,1722,31,"10,96",1,2023-11-05
11692,2394,59,"19,68",2,2023-10-23
11693,2737,16,"19,99",3,2022-07-27
11694,4354,71,"0,23",2,2023-11-19
11695,2977,13,"16,73",0,2022-10-24
11696,2842,61,"10,07",2,2024-03-26
11697,3328,3,"0,75",4,2025-02-03
11698,1811,35,"0,77",3,2024-10-13
11699,4166,47,"2,59",1,2024-03-02
11700,4257,95,"9,98",3,2023-10-30
11701,4346,64,"14,58",2,2023-06-24
11702,4766,23,"13,21",4,2023-07-21
11703,189,68,"14,83",4,2024-10-02
11704,4772,51,"0,63",4,2022-04-21
11705,5000,9,"14,79",1,2024-10-30
11706,1975,82,"12,67",2,2025-02-24
11707,3854,75,"8,7",3,2024-06-28
11708,3565,100,"0,79",2,2022-09-19
11709,1090,90,"17,59",3,2024-05-02
11710,973,78,"9,02",0,2024-05-12
11711,1275,91,"8,42",2,2022-06-20
11712,1240,56,"3,73",1,2023-03-31
11713,4674,83,"0,21",1,2024-09-12
11714,3305,72,"1,35",4,2024-08-09
11715,2447,71,"13,8",0,2024-02-03
11716,2408,64,"7,1",4,2024-06-29
11717,1158,14,"17,34",2,2025-01-16
11718,2995,92,"7,55",4,2024-02-19
11719,3359,28,"14,8",0,2022-07-05
11720,3177,8,"6,3",3,2022-07-05
11721,3660,65,"9,47",3,2023-06-01
11722,4581,88,"13,24",1,2022-08-15
11723,2756,42,"18,64",1,2023-07-10
11724,3311,21,"3,03",4,2024-08-26
11725,1592,55,"13,19",2,2022-08-28
11726,3494,44,"15,17",4,2025-01-06
11727,1360,91,"18,69",0,2024-01-11
11728,4168,77,"3,89",2,2024-09-19
11729,1816,48,"6,87",3,2024-03-17
11730,3341,3,"4,26",3,2024-05-05
11731,595,46,"13,37",2,2022-04-15
11732,1247,57,"5,36",4,2022-07-08
11733,4944,45,"10,72",0,2022-08-15
11734,4111,75,"14,3",1,2025-02-09
11735,2855,47,"8,59",1,2025-02-04
11736,3428,12,"16,54",4,2023-07-08
11737,3814,58,"2,3",2,2022-10-14
11738,244,85,"4,9",1,2023-08-25
11739,1792,59,"6,53",4,2023-01-19
11740,3656,67,"10,13",0,2024-06-22
11741,1269,43,"4,56",1,2023-04-23
11742,3701,24,"1,5",0,2022-05-28
11743,3338,76,"6,27",4,2022-05-27
11744,4613,87,"16,49",0,2022-08-05
11745,4481,86,"12,64",0,2022-09-18
11746,2544,54,"7,43",1,2025-02-05
11747,3512,15,"6,35",4,2025-03-07
11748,2927,18,"10,87",1,2024-08-17
11749,418,70,"6,09",1,2023-02-14
11750,3553,91,"17,54",1,2023-09-30
11751,2764,2,"10,81",4,2024-08-28
11752,2056,30,"6,03",0,2023-03-21
11753,1943,74,"9,6",3,2024-05-27
11754,1086,11,"6,46",4,2024-11-19
11755,3021,100,"16,81",3,2024-07-29
11756,4990,36,"6,02",4,2023-06-04
11757,1978,85,"5,96",3,2025-02-21
11758,1366,71,"0,79",4,2024-09-01
11759,4906,50,"17,41",4,2023-06-16
11760,4588,40,"7,02",1,2024-08-09
11761,1610,56,"3,74",1,2025-03-06
11762,4642,39,"18,07",4,2023-02-08
11763,2681,22,"0,46",0,2022-05-31
11764,218,54,"9,12",2,2023-08-04
11765,696,97,"4,17",2,2024-08-03
11766,1130,51,"10,84",1,2024-06-07
11767,3735,35,"13,26",2,2024-12-20
11768,694,63,"15,88",3,2022-09-09
11769,860,58,"19,36",2,2022-11-14
11770,155,27,"17,36",0,2023-01-18
11771,4442,9,"17,11",4,2022-10-18
11772,4706,53,"4,88",3,2023-05-07
11773,4514,4,"8,58",0,2023-10-09
11774,1980,4,"11,52",0,2023-06-01
11775,649,61,"15,32",2,2024-04-22
11776,1883,79,"6,49",1,2025-02-28
11777,2953,24,"13,02",0,2022-12-31
11778,635,8,"3,63",3,2023-02-10
11779,1581,61,"13,24",1,2023-10-25
11780,4393,33,"17,38",3,2022-11-24
11781,1375,65,"11,76",3,2025-02-02
11782,389,49,"3,29",3,2024-07-19
11783,2573,44,"9,77",1,2022-11-18
11784,1198,97,"18,57",4,2024-09-11
11785,1427,5,"3,14",0,2023-07-26
11786,2159,99,"16,63",1,2023-12-18
11787,583,94,"18,93",2,2024-07-19
11788,3551,14,17,0,2022-11-12
11789,2605,67,"9,23",3,2023-10-03
11790,4494,75,"10,49",3,2024-03-23
11791,1955,92,"11,88",3,2024-11-09
11792,1761,99,"19,56",4,2024-09-15
11793,3552,9,"19,49",1,2024-08-13
11794,1145,84,14,4,2024-08-12
11795,3835,51,"19,54",1,2024-05-15
11796,442,62,"0,44",4,2025-02-18
11797,4308,62,"16,96",1,2023-02-08
11798,877,7,"2,18",0,2024-04-07
11799,2879,5,"11,67",2,2023-04-05
11800,484,77,"15,6",1,2022-09-01
11801,3192,92,"5,26",3,2024-04-15
11802,323,29,"16,01",1,2023-03-17
11803,918,86,"16,75",1,2022-11-14
11804,4471,91,"1,97",0,2025-01-23
11805,4519,80,"0,7",0,2022-10-20
11806,147,68,"9,68",4,2022-10-15
11807,2571,13,"15,55",3,2023-07-24
11808,3442,79,"8,98",3,2022-08-19
11809,1915,46,"15,48",3,2022-10-21
11810,2332,45,"14,78",3,2023-08-04
11811,1184,80,"7,14",3,2023-10-10
11812,3015,18,"12,84",1,2024-08-30
11813,2160,88,"4,58",3,2024-04-14
11814,2206,54,"4,49",2,2024-08-31
11815,128,26,"7,22",4,2022-08-06
11816,1562,11,"0,66",3,2024-11-21
11817,1337,72,"1,65",3,2022-12-30
11818,3324,100,"14,25",2,2024-06-15
11819,380,65,"2,11",2,2025-03-11
11820,403,76,"0,7",4,2022-11-08
11821,1600,17,"19,23",4,2024-04-09
11822,4459,69,"14,21",4,2022-11-24
11823,1605,99,"5,58",3,2022-08-29
11824,4346,31,"13,82",0,2024-10-05
11825,2670,98,"1,65",0,2023-07-23
11826,3256,84,"15,24",2,2023-11-16
11827,300,1,"7,32",2,2024-07-09
11828,211,9,"0,57",2,2024-07-10
11829,644,44,"19,75",4,2023-10-10
11830,287,89,"9,47",2,2023-10-07
11831,868,94,"9,85",3,2024-04-08
11832,1451,26,"12,68",1,2023-12-09
11833,397,94,"8,99",0,2024-09-27
11834,1976,5,"13,16",1,2024-03-24
11835,4841,31,"18,89",4,2023-07-11
11836,2711,54,"0,1",3,2022-09-18
11837,4942,64,"1,4",4,2023-02-01
11838,3573,4,"17,8",1,2024-04-15
11839,2816,76,"16,78",2,2023-12-07
11840,851,17,"8,28",4,2022-04-09
11841,3506,16,"11,69",3,2024-03-03
11842,3985,46,"13,05",0,2024-04-24
11843,549,100,"12,4",3,2023-04-08
11844,3394,2,"15,58",1,2023-06-07
11845,84,28,"16,05",2,2024-01-01
11846,1889,80,"12,28",1,2024-01-05
11847,822,67,"19,69",3,2023-12-25
11848,2827,59,"18,6",2,2024-06-18
11849,3715,99,"10,89",3,2024-07-14
11850,4367,37,"7,58",4,2025-03-05
11851,1640,94,"8,37",2,2022-12-04
11852,1885,11,"7,42",2,2024-06-28
11853,423,3,"6,4",0,2023-12-06
11854,2488,30,"0,28",3,2024-01-23
11855,880,9,"8,88",0,2024-12-03
11856,1551,91,"9,41",2,2025-03-11
11857,2650,46,"19,95",0,2024-10-25
11858,1705,78,"17,89",2,2023-07-07
11859,1281,15,"1,74",3,2024-01-16
11860,3219,98,"9,73",3,2022-09-27
11861,3756,31,"11,32",0,2024-05-19
11862,1210,78,"15,35",1,2023-03-02
11863,4241,52,"13,44",3,2022-11-13
11864,1593,96,"18,81",0,2024-07-03
11865,1242,67,"1,64",0,2022-10-02
11866,4635,61,"2,51",4,2024-10-04
11867,4848,79,"14,29",2,2023-02-10
11868,4947,51,"2,57",0,2024-03-15
11869,4623,60,"14,93",0,2023-07-25
11870,738,14,"16,06",0,2023-12-24
11871,1650,23,"2,09",0,2024-11-19
11872,2971,77,"1,45",2,2024-05-09
11873,2623,55,"6,63",0,2023-12-26
11874,1781,77,"4,49",3,2022-11-10
11875,2842,70,"19,5",3,2024-05-13
11876,3316,44,"7,4",2,2022-07-02
11877,3617,26,"3,53",3,2023-12-10
11878,761,85,"16,91",1,2025-03-14
11879,2911,57,"10,16",4,2024-04-10
11880,4383,55,"10,27",3,2023-05-02
11881,2521,92,"10,99",1,2023-10-20
11882,1617,25,"4,92",2,2024-12-16
11883,3380,5,"6,22",1,2023-08-21
11884,4888,23,"19,05",4,2023-09-25
11885,2125,48,"17,63",4,2023-02-06
11886,2698,47,"13,19",4,2024-05-26
11887,545,17,"12,92",3,2023-03-06
11888,3385,44,"9,13",0,2023-02-15
11889,1535,35,"17,24",3,2023-05-04
11890,4062,93,"9,87",1,2024-08-18
11891,4623,76,"17,89",3,2024-11-16
11892,3610,40,5,3,2023-03-27
11893,4856,45,"16,85",0,2024-07-20
11894,2931,49,"0,21",1,2022-04-15
11895,3783,77,"3,25",2,2023-05-13
11896,2219,82,"10,64",0,2024-05-21
11897,4735,92,"15,96",4,2023-02-13
11898,252,92,"3,85",3,2025-03-05
11899,1030,39,"15,24",4,2023-06-22
11900,4642,60,"6,55",3,2023-01-03
11901,2028,97,"12,67",4,2024-11-19
11902,1212,8,"7,59",0,2022-11-16
11903,3282,39,"9,69",1,2022-10-24
11904,3431,68,"10,08",3,2024-06-10
11905,2587,26,"17,17",1,2023-01-17
11906,4885,33,"6,72",2,2024-06-30
11907,66,40,"7,77",0,2024-07-23
11908,1539,98,"2,13",1,2024-05-21
11909,1615,18,"4,22",2,2023-03-18
11910,4903,82,"9,48",3,2022-12-12
11911,4348,92,"4,33",2,2022-08-10
11912,2255,68,"19,33",4,2022-07-27
11913,1848,24,"11,99",1,2022-09-08
11914,3547,29,"0,69",0,2023-05-06
11915,271,24,"15,13",3,2025-02-07
11916,2385,78,"8,57",2,2022-06-02
11917,3678,29,"6,1",3,2023-12-13
11918,2013,67,"1,11",0,2023-01-04
11919,351,3,"10,14",1,2022-04-24
11920,3011,16,"12,87",3,2023-06-29
11921,3307,81,"8,39",1,2023-03-12
11922,4039,70,"18,01",0,2023-11-07
11923,459,88,"2,19",4,2023-05-30
11924,2568,18,"10,9",1,2024-06-23
11925,4651,69,"11,35",4,2024-07-01
11926,4312,58,"5,87",3,2024-11-13
11927,130,75,"14,28",4,2023-10-17
11928,3787,31,"18,07",0,2022-07-03
11929,3342,58,"16,57",1,2023-04-13
11930,1595,24,"9,12",4,2023-02-28
11931,3002,48,"10,68",3,2024-10-27
11932,3871,62,"14,6",1,2024-03-24
11933,4756,22,"14,78",4,2024-09-10
11934,2380,66,"15,46",4,2023-11-01
11935,657,3,"13,4",4,2024-09-11
11936,3578,63,"14,62",0,2022-07-11
11937,3858,76,"12,09",2,2022-10-21
11938,2379,33,"8,44",3,2023-12-23
11939,23,17,"19,73",3,2023-06-14
11940,2133,1,"10,22",2,2022-12-31
11941,931,21,"5,73",2,2022-12-03
11942,2013,48,"15,59",3,2024-10-02
11943,2768,1,"15,15",0,2022-07-17
11944,4531,71,"12,71",1,2024-11-22
11945,2127,68,"11,37",4,2023-06-09
11946,561,7,"1,52",1,2022-12-16
11947,4290,10,"19,45",4,2023-01-21
11948,710,3,"4,6",4,2023-02-17
11949,501,43,"14,74",4,2023-09-10
11950,3178,13,"10,59",0,2025-03-03
11951,166,70,"12,33",0,2022-05-04
11952,4617,30,"15,5",1,2022-10-20
11953,2938,89,"16,65",1,2022-11-13
11954,2040,48,"11,11",0,2024-01-08
11955,3988,99,"15,9",0,2022-08-25
11956,2006,58,"16,62",0,2023-12-05
11957,3183,45,"3,85",2,2024-09-03
11958,2590,83,"0,88",0,2023-07-14
11959,2823,91,"17,33",2,2025-01-27
11960,4376,13,"6,11",3,2023-03-27
11961,3806,87,"8,13",3,2024-05-28
11962,4294,22,"13,61",4,2024-11-22
11963,4519,1,"12,36",2,2022-08-28
11964,2967,21,"11,24",4,2024-01-25
11965,1960,94,"1,06",3,2024-05-05
11966,1086,48,"14,55",2,2024-05-17
11967,3223,11,"2,33",1,2022-10-25
11968,157,49,"0,41",3,2023-12-27
11969,2108,93,"16,69",0,2022-07-14
11970,4358,45,"2,19",2,2023-07-18
11971,3679,13,"6,24",0,2025-01-17
11972,2665,72,"7,47",3,2022-07-06
11973,1621,84,"4,76",2,2023-01-04
11974,2226,75,"2,21",2,2024-04-15
11975,275,19,"17,88",2,2025-01-11
11976,889,44,"18,58",3,2023-02-15
11977,1504,86,"9,29",2,2024-11-26
11978,3446,33,"1,79",4,2023-03-18
11979,4511,73,"1,79",3,2022-09-13
11980,2460,45,"0,06",0,2022-11-18
11981,1359,35,"12,11",0,2024-07-21
11982,3051,85,"16,15",3,2022-11-26
11983,3611,88,"18,5",3,2023-08-13
11984,1017,32,"8,17",0,2022-06-29
11985,330,85,"11,77",3,2022-11-22
11986,3604,19,"5,6",1,2023-04-02
11987,4006,3,"6,64",2,2023-09-18
11988,2949,19,"11,27",3,2023-08-05
11989,3693,16,"5,42",1,2023-12-30
11990,3732,48,"9,1",4,2023-03-25
11991,1612,6,"5,41",0,2024-05-28
11992,3553,100,"3,71",3,2022-06-03
11993,132,47,"10,67",2,2023-04-18
11994,4413,21,"10,22",4,2024-02-10
11995,860,20,"1,77",3,2024-06-29
11996,3855,5,"9,19",0,2024-11-16
11997,1196,1,"10,88",1,2022-08-14
11998,2058,86,"4,6",4,2024-06-27
11999,2368,85,"9,78",4,2025-02-26
12000,3815,77,"14,64",2,2023-03-05
12001,4770,92,"19,39",2,2022-11-10
12002,4876,5,"18,03",1,2022-11-25
12003,1031,90,"13,01",1,2022-07-15
12004,2175,94,"16,74",4,2022-04-11
12005,1926,89,"9,14",2,2022-12-02
12006,3437,60,"11,91",2,2022-08-16
12007,2490,10,"7,77",1,2025-02-26
12008,4756,57,"18,38",1,2024-11-07
12009,158,80,"11,05",1,2022-12-12
12010,3048,57,"16,83",4,2024-03-24
12011,441,21,"2,71",2,2024-02-13
12012,476,31,"10,94",0,2024-07-02
12013,2528,32,"19,78",3,2022-05-09
12014,2968,68,"12,88",3,2024-10-07
12015,3622,43,"9,13",1,2022-12-17
12016,2629,58,"0,99",3,2022-06-08
12017,1661,29,"19,03",4,2024-07-06
12018,4892,34,"15,71",2,2023-02-26
12019,4787,83,"18,55",1,2024-07-07
12020,318,78,"0,43",4,2022-07-15
12021,3743,77,"11,85",4,2023-03-29
12022,3283,69,"9,36",1,2024-11-25
12023,3482,6,"1,56",0,2024-02-18
12024,4242,42,"12,3",2,2025-02-06
12025,2798,45,"12,34",3,2023-01-11
12026,344,78,"0,94",2,2022-11-25
12027,2028,97,"2,97",1,2024-07-01
12028,794,34,"12,88",0,2022-08-19
12029,1866,39,"0,51",1,2023-04-12
12030,2366,77,"0,51",4,2024-05-21
12031,4933,81,"17,17",0,2023-10-01
12032,508,48,"3,56",1,2025-02-12
12033,2732,22,"0,6",3,2023-11-29
12034,3252,37,"1,13",3,2024-03-17
12035,1882,33,"16,32",0,2024-09-03
12036,4437,26,"10,52",2,2024-07-24
12037,917,18,"15,03",0,2024-05-20
12038,871,24,"12,33",4,2024-11-03
12039,3708,89,"3,67",2,2023-01-20
12040,4075,71,"11,76",3,2022-11-09
12041,4943,16,"13,83",4,2024-11-26
12042,852,71,"12,22",1,2023-12-01
12043,2092,62,"8,81",4,2023-02-07
12044,3892,8,"4,3",1,2023-05-29
12045,2076,66,"16,72",3,2024-08-05
12046,200,37,"5,14",0,2023-01-12
12047,3519,84,"11,2",1,2022-06-26
12048,2183,58,"1,91",2,2024-06-20
12049,4320,82,"13,08",4,2025-02-27
12050,4515,76,"17,52",1,2022-07-02
12051,1541,67,"17,6",4,2022-08-05
12052,4663,49,13,2,2022-10-15
12053,1364,25,"1,49",3,2023-03-17
12054,2413,95,"19,93",2,2023-06-24
12055,2638,27,"5,55",3,2023-10-28
12056,1395,92,"12,05",4,2025-02-12
12057,3843,98,"4,49",4,2022-11-07
12058,3960,55,"14,8",2,2023-04-13
12059,2693,74,"10,52",0,2022-07-07
12060,3549,17,"18,78",4,2022-12-24
12061,4942,21,"11,07",3,2024-11-09
12062,1834,73,"9,51",0,2023-07-16
12063,2695,35,"8,87",3,2024-01-30
12064,3256,23,"4,85",4,2023-07-26
12065,3699,54,"16,59",0,2022-12-18
12066,2815,15,"14,69",1,2022-11-03
12067,16,61,"13,36",4,2023-06-26
12068,683,79,"3,4",2,2024-06-27
12069,3475,17,"9,74",3,2022-11-04
12070,4966,21,"11,69",2,2023-03-03
12071,1382,24,"2,04",0,2023-07-11
12072,4817,3,"12,68",3,2024-02-14
12073,2863,94,"19,11",2,2023-03-24
12074,3796,19,"1,51",3,2024-05-05
12075,299,30,"18,89",1,2024-01-20
12076,3404,69,"7,44",4,2022-11-07
12077,3442,84,"10,91",2,2023-03-20
12078,506,66,"1,08",0,2024-07-11
12079,2593,76,"3,5",4,2022-06-23
12080,2807,29,"13,01",0,2022-11-20
12081,4105,51,"4,47",2,2022-10-13
12082,2421,76,"4,72",0,2025-01-05
12083,647,41,"1,35",3,2024-02-23
12084,3420,95,"3,96",4,2023-03-21
12085,329,4,"3,13",1,2024-12-16
12086,4726,68,"15,44",4,2024-10-25
12087,1609,94,"2,7",2,2022-11-01
12088,345,49,"16,83",0,2023-01-18
12089,773,44,"19,73",2,2022-07-26
12090,257,59,"17,54",2,2022-08-06
12091,4905,60,"9,45",4,2022-05-25
12092,2639,45,"0,5",4,2022-10-02
12093,1643,21,"17,25",4,2023-11-16
12094,1612,29,"3,06",4,2022-11-23
12095,581,30,"15,21",4,2023-04-24
12096,239,82,"15,36",4,2025-01-13
12097,273,55,"7,34",0,2022-07-03
12098,2813,77,"9,57",4,2024-12-14
12099,4668,75,"3,84",0,2024-12-06
12100,258,60,"18,06",1,2024-08-23
12101,921,56,"12,2",2,2022-10-24
12102,2684,43,"2,26",2,2022-04-05
12103,685,9,"0,38",4,2023-07-25
12104,2296,77,"8,98",3,2024-11-10
12105,3960,36,"14,75",3,2025-02-04
12106,3746,28,"3,27",2,2023-09-06
12107,4485,26,"18,4",4,2024-03-07
12108,2243,75,"16,59",1,2025-02-10
12109,3236,2,"17,11",0,2023-05-26
12110,4343,4,"16,17",2,2023-08-16
12111,2661,5,"19,74",2,2023-11-20
12112,4751,90,"17,53",0,2023-07-09
12113,4228,68,"6,82",0,2022-08-28
12114,3302,26,"1,31",1,2024-03-31
12115,3343,61,"2,87",2,2022-06-17
12116,4109,88,"8,5",0,2022-06-15
12117,3935,8,"2,02",1,2024-10-29
12118,881,97,"4,99",0,2022-09-02
12119,4072,6,"16,86",0,2023-03-02
12120,3144,10,"19,54",0,2023-04-23
12121,1128,7,"9,5",3,2024-06-18
12122,2831,86,"18,86",2,2023-10-16
12123,2133,96,"6,1",0,2024-08-20
12124,3760,55,"15,11",0,2022-07-01
12125,2380,2,"1,92",0,2024-04-03
12126,498,90,"8,74",2,2024-07-20
12127,3409,61,"19,89",3,2022-04-17
12128,243,40,"9,53",1,2024-02-24
12129,985,16,"6,87",1,2023-12-23
12130,870,66,"17,36",4,2023-11-26
12131,244,33,"10,25",2,2024-05-31
12132,92,66,"0,68",1,2024-09-29
12133,4927,12,"16,55",4,2023-09-24
12134,4035,69,"12,02",4,2024-07-27
12135,1074,51,"1,92",2,2024-04-11
12136,3025,13,"14,01",4,2023-10-31
12137,4958,52,"13,83",0,2025-02-22
12138,1869,77,"10,06",4,2024-10-19
12139,529,67,"19,86",1,2023-02-18
12140,1933,40,"19,32",1,2024-04-29
12141,360,6,"4,67",1,2023-03-09
12142,2070,52,"12,68",2,2023-10-10
12143,3144,52,"9,87",4,2024-10-07
12144,4446,46,"6,65",4,2024-02-22
12145,2715,53,"6,77",3,2023-10-03
12146,4272,60,"1,04",2,2023-10-13
12147,4351,67,"11,28",1,2024-08-26
12148,1330,94,"7,35",4,2022-10-14
12149,2107,53,"0,02",2,2023-12-09
12150,619,43,"1,65",4,2022-11-24
12151,866,62,"19,47",3,2024-12-31
12152,1764,35,"8,01",1,2025-01-17
12153,1716,77,"14,54",1,2024-12-29
12154,1527,74,"7,34",0,2024-08-04
12155,423,81,"5,91",1,2023-12-23
12156,3433,83,"13,79",3,2024-12-31
12157,175,24,"5,67",3,2022-10-15
12158,794,34,"5,2",2,2023-02-15
12159,2278,6,"17,29",0,2023-11-24
12160,3997,80,"13,95",2,2022-11-06
12161,361,60,"15,33",3,2022-10-28
12162,1220,20,"6,52",4,2024-01-18
12163,1671,46,"19,01",2,2024-06-25
12164,1945,9,"3,83",0,2023-07-01
12165,4637,57,"0,99",4,2024-05-01
12166,2745,79,"7,58",1,2025-01-24
12167,1997,24,"0,81",3,2024-04-07
12168,1093,12,"10,09",4,2023-03-24
12169,871,66,"13,27",3,2024-09-21
12170,31,63,"17,75",0,2025-01-26
12171,3214,93,"16,83",4,2024-12-02
12172,4088,31,"13,66",1,2024-08-30
12173,599,62,"3,07",4,2024-06-26
12174,4925,30,"19,91",0,2023-12-21
12175,2081,91,"7,73",3,2024-07-21
12176,239,61,"15,37",2,2024-11-08
12177,660,96,"10,18",1,2022-11-15
12178,2545,88,"15,08",1,2023-02-25
12179,2235,89,"0,46",4,2024-06-18
12180,2091,13,"5,95",4,2023-02-28
12181,1845,72,"7,69",1,2023-04-05
12182,1045,42,"16,33",3,2024-06-02
12183,4326,93,"1,92",0,2023-04-13
12184,2650,26,"14,64",2,2024-03-21
12185,2952,87,"13,45",4,2023-12-05
12186,3837,54,"3,03",2,2023-08-02
12187,4964,89,"13,39",3,2024-02-21
12188,4975,83,"16,79",4,2024-06-30
12189,3973,42,"7,92",4,2022-08-23
12190,4400,24,"11,98",4,2024-01-21
12191,1698,66,"4,37",1,2024-08-13
12192,2733,61,"1,01",2,2023-10-11
12193,4830,85,"2,58",2,2023-01-04
12194,4622,94,"14,32",3,2024-08-22
12195,2101,14,"3,02",3,2023-05-24
12196,1592,9,"3,78",0,2024-10-03
12197,3046,80,"14,97",0,2024-01-14
12198,1917,44,"9,95",4,2022-06-11
12199,28,28,"19,21",2,2024-02-15
12200,3908,42,"1,94",3,2025-01-30
12201,1381,52,"12,24",2,2022-12-19
12202,1896,10,"12,21",1,2024-10-24
12203,1802,91,"1,23",0,2023-06-19
12204,3163,47,"8,16",1,2023-09-01
12205,3911,34,"17,52",1,2024-05-03
12206,3233,97,"12,59",4,2023-12-10
12207,3693,63,"8,54",1,2024-08-09
12208,2806,48,"18,06",2,2022-06-01
12209,1984,46,"7,96",4,2024-12-10
12210,3353,3,"7,65",3,2022-11-07
12211,3195,77,"13,3",0,2024-01-08
12212,1745,79,"1,29",0,2024-04-22
12213,2425,49,"14,36",3,2023-01-30
12214,250,92,"4,85",2,2022-12-30
12215,2730,3,"13,15",2,2024-08-12
12216,214,71,"6,81",1,2022-10-13
12217,3812,22,"10,95",3,2024-12-05
12218,1597,41,"9,87",3,2023-03-20
12219,979,16,"18,63",0,2023-01-30
12220,358,17,"9,4",2,2023-07-28
12221,4934,47,"18,78",4,2022-06-21
12222,3749,4,"6,47",1,2024-02-10
12223,28,70,"3,44",4,2023-06-30
12224,3854,97,"10,51",3,2023-04-22
12225,1917,78,"17,61",2,2024-06-20
12226,2263,59,"12,49",4,2024-09-02
12227,1319,19,"14,3",2,2022-10-23
12228,3724,49,"18,83",2,2023-10-17
12229,3184,30,"8,27",3,2023-05-17
12230,3577,41,"1,82",3,2024-01-06
12231,3722,32,"5,24",4,2024-05-22
12232,401,8,"8,24",2,2023-12-23
12233,1418,45,"8,81",2,2024-03-10
12234,2006,49,"16,95",3,2022-12-02
12235,3671,55,"13,1",4,2024-06-24
12236,3271,85,"12,11",0,2024-06-05
12237,3894,84,"11,27",2,2025-02-21
12238,4271,84,"5,97",2,2025-02-27
12239,919,88,"7,13",1,2025-02-13
12240,2358,66,"0,72",2,2022-06-04
12241,198,49,"19,31",0,2022-07-28
12242,2587,25,"0,17",0,2024-01-18
12243,649,41,"17,11",3,2024-12-13
12244,3767,2,"9,94",1,2023-07-24
12245,4911,87,"4,22",0,2024-04-24
12246,4914,29,"8,69",3,2023-03-03
12247,917,21,"7,5",1,2025-01-29
12248,4392,17,"16,17",0,2024-01-29
12249,2317,84,"12,84",0,2023-07-01
12250,1105,99,"0,96",0,2024-05-17
12251,3643,83,"12,25",0,2022-08-04
12252,1799,44,"16,5",0,2022-04-27
12253,2829,71,"11,91",3,2025-02-14
12254,2947,60,"11,61",2,2023-11-10
12255,4616,7,"11,76",2,2023-09-15
12256,3045,78,"1,4",3,2023-01-09
12257,812,96,"14,44",1,2023-10-13
12258,3009,73,"11,16",4,2024-02-14
12259,3832,54,"3,48",2,2024-05-07
12260,3793,94,"2,12",3,2022-08-24
12261,2286,12,"19,08",4,2023-12-10
12262,2963,66,"18,81",0,2023-08-05
12263,4701,57,"18,48",1,2023-04-28
12264,4539,64,"3,92",3,2024-04-29
12265,3631,50,"7,32",1,2022-04-09
12266,3915,45,"13,18",0,2024-10-05
12267,128,89,"5,89",0,2023-11-13
12268,656,87,"8,78",1,2023-07-16
12269,4827,14,"5,04",3,2024-08-21
12270,4426,78,"19,01",2,2022-09-13
12271,3280,21,"6,74",0,2023-03-29
12272,3532,70,"17,09",1,2023-07-18
12273,1558,98,"13,51",2,2022-11-16
12274,4911,57,"7,13",3,2024-06-04
12275,3260,91,"17,89",0,2023-09-08
12276,4555,50,"11,71",2,2024-03-17
12277,844,4,"19,31",0,2024-08-08
12278,219,64,"17,11",2,2024-10-15
12279,2592,2,"18,86",0,2022-05-23
12280,1381,97,"17,04",0,2023-04-30
12281,3369,58,"18,52",3,2023-04-27
12282,2160,60,"1,66",4,2024-05-06
12283,2117,62,"10,66",2,2023-07-19
12284,3686,75,"13,33",4,2023-11-06
12285,4626,57,"5,87",4,2023-09-23
12286,4407,14,"11,81",4,2022-06-24
12287,2176,20,"2,17",0,2022-11-17
12288,1222,80,"16,67",0,2023-08-18
12289,4891,53,"15,12",0,2022-05-12
12290,3554,97,"1,98",2,2024-04-10
12291,3948,22,"15,11",1,2022-10-16
12292,895,55,"18,43",1,2022-10-29
12293,4546,13,"18,03",0,2024-01-13
12294,4548,28,"11,79",0,2024-03-05
12295,847,18,"18,06",4,2024-02-07
12296,3498,83,"15,5",4,2022-10-18
12297,4343,21,"14,65",0,2024-02-08
12298,1293,60,"2,16",2,2024-08-23
12299,2858,62,"5,57",3,2022-08-13
